trade_id,timestamp_utc,event,market,side,strike,price,outcome_price,size,model_probability,ev_per_contract,ev_dollars,edge_pct,realized_pnl,spot_price,last_candle_close,spot_candle_gap_pct,annual_vol,horizon_hours,settlement_time_utc,settlement_mode,notes
T1769270054,2026-01-24T15:54:14.014709+00:00,OPEN,btc-hourly-11am,YES,89250.0,0.05519337016574586,,181,0.156671,0.1015,18.37,1.8386,,89155.96,89173.76,0.02,0.3011,0.106,2026-01-24T16:00:00+00:00,hourly,
T1769270054,2026-01-24T16:09:56.487947+00:00,CLOSE,btc-hourly-11am,YES,89250.0,0.055193,0.000000,181,0.156671,0.1015,18.37,1.8386,-9.99,89155.96,89173.76,0.02,0.3011,0.106,2026-01-24T16:00:00+00:00,hourly,close_type=LOSS | PnL: -9.99
T1769271600,2026-01-24T16:20:00.004108+00:00,OPEN,btc-hourly-12pm,YES,89250.0,0.13805555555555554,,72,0.220547,0.0825,5.94,0.5975,,89071.24,89064.1,0.008,0.294,0.687,2026-01-24T17:00:00+00:00,hourly,
T1769271600,2026-01-24T17:27:43.680223+00:00,CLOSE,btc-hourly-12pm,YES,89250.0,0.138056,0.000000,72,0.220547,0.0825,5.94,0.5975,-9.94,89071.24,89064.1,0.008,0.294,0.687,2026-01-24T17:00:00+00:00,hourly,close_type=LOSS | PnL: -9.94
T1769373141,2026-01-25T20:32:21.796580+00:00,OPEN,btc-hourly-4pm,YES,86250.0,0.7289051094890511,,137,0.791864,0.063,8.63,0.0864,,86407.26,86370.0,0.0431,0.3015,0.484,2026-01-25T21:00:00+00:00,hourly,
T1769373141,2026-01-25T21:47:19.779841+00:00,CLOSE,btc-hourly-4pm,YES,86250.0,0.728905,1.000000,137,0.791864,0.063,8.63,0.0864,37.14,86407.26,86370.0,0.0431,0.3015,0.484,2026-01-25T21:00:00+00:00,hourly,close_type=WIN | PnL: +37.14
T1769382518,2026-01-25T23:08:38.673392+00:00,OPEN,btc-hourly-7pm,NO,86500.0,0.7289051094890511,,137,0.815074,0.0862,11.81,0.1182,,86219.99,86212.0,0.0093,0.3627,0.871,2026-01-26T00:00:00+00:00,hourly,
T1769382518,2026-01-26T00:41:36.122768+00:00,CLOSE,btc-hourly-7pm,NO,86500.0,0.728905,0.000000,137,0.815074,0.0862,11.81,0.1182,-99.86,86219.99,86212.0,0.0093,0.3627,0.871,2026-01-26T00:00:00+00:00,hourly,close_type=LOSS | PnL: -99.86
T1769400298,2026-01-26T04:04:58.726974+00:00,OPEN,btc-hourly-12am,NO,86750.0,0.08831858407079646,,113,0.137587,0.0493,5.57,0.5579,,87153.99,87151.48,0.0029,0.4112,0.94,2026-01-26T05:00:00+00:00,hourly,
T1769400627,2026-01-26T04:10:27.370271+00:00,OPEN,btc-hourly-12am,NO,87250.0,0.4574418604651163,,43,0.487639,0.0302,1.3,0.066,,87260.91,87260.9,0.0,0.4117,0.843,2026-01-26T05:00:00+00:00,hourly,
T1769400928,2026-01-26T04:15:28.321095+00:00,OPEN,btc-hourly-12am,YES,87750.0,0.07462686567164178,,67,0.148408,0.0738,4.94,0.9887,,87399.99,87403.98,0.0046,0.4119,0.758,2026-01-26T05:00:00+00:00,hourly,
T1769403851,2026-01-26T05:04:11.368757+00:00,OPEN,btc-hourly-1am,NO,87250.0,0.06397435897435898,,78,0.130915,0.0669,5.22,1.0464,,87673.9,87678.88,0.0057,0.4171,0.94,2026-01-26T06:00:00+00:00,hourly,
T1769403929,2026-01-26T05:05:29.132026+00:00,OPEN,btc-hourly-1am,NO,87500.0,0.25240506329113926,,79,0.345618,0.0932,7.36,0.3693,,87648.74,87646.97,0.002,0.4172,0.921,2026-01-26T06:00:00+00:00,hourly,
T1769406898,2026-01-26T05:54:58.094697+00:00,OPEN,btc-hourly-1am,NO,87750.0,0.18000000000000002,,47,0.325851,0.1459,6.86,0.8103,,87803.65,87761.09,0.0485,0.4185,0.092,2026-01-26T06:00:00+00:00,hourly,
T1769407591,2026-01-26T06:06:31.646878+00:00,OPEN,btc-hourly-2am,NO,87250.0,0.05333333333333333,,93,0.114428,0.0611,5.68,1.1455,,87696.3,87696.31,0.0,0.4186,0.899,2026-01-26T07:00:00+00:00,hourly,
T1769407631,2026-01-26T06:07:11.619376+00:00,OPEN,btc-hourly-2am,NO,87500.0,0.18,,55,0.29444,0.1144,6.29,0.6358,,87699.49,87696.31,0.0036,0.4186,0.888,2026-01-26T07:00:00+00:00,hourly,
T1769409518,2026-01-26T06:38:38.061061+00:00,OPEN,btc-hourly-2am,NO,87750.0,0.43705357142857143,,112,0.472886,0.0358,4.01,0.082,,87766.15,87775.98,0.0112,0.4188,0.366,2026-01-26T07:00:00+00:00,hourly,
T1769573937,2026-01-28T04:18:57.965787+00:00,OPEN,btc-hourly-12am,NO,88500.0,0.1175,,8,0.201871,0.0844,0.67,0.7181,,88745.6,88745.61,0.0,0.3698,0.706,2026-01-28T05:00:00+00:00,hourly,
T1769575111,2026-01-28T04:38:31.304139+00:00,OPEN,btc-hourly-12am,NO,88750.0,0.11705882352941177,,34,0.25795,0.1409,4.79,1.2036,,88887.99,88887.98,0.0,0.3699,0.366,2026-01-28T05:00:00+00:00,hourly,
T1769577333,2026-01-28T05:15:33.555915+00:00,OPEN,btc-hourly,NO,88500.0,0.08521739130434783,,23,0.162653,0.0774,1.78,0.9087,,88798.01,88795.98,0.0023,0.3701,0.748,2026-01-28T06:00:00+00:00,hourly,
T1769577612,2026-01-28T05:20:12.450795+00:00,OPEN,btc-hourly-12am,NO,88750.0,0.3761538461538461,,13,0.417507,0.0414,0.54,0.1099,,88809.85,88812.84,0.0034,0.3701,0.671,2026-01-28T06:00:00+00:00,hourly,
T1769579976,2026-01-28T05:59:36.583713+00:00,OPEN,btc-hourly-12am,YES,89000.0,0.053513513513513515,,37,0.304484,0.251,9.29,4.6899,,88978.68,88785.14,0.218,0.3701,0.014,2026-01-28T06:00:00+00:00,hourly,
T1769580326,2026-01-28T06:05:26.163116+00:00,OPEN,btc-hourly-12am,YES,89500.0,0.08542857142857144,,35,0.148496,0.0631,2.21,0.7382,,89144.05,89133.46,0.0119,0.3729,0.921,2026-01-28T07:00:00+00:00,hourly,
T1769580463,2026-01-28T06:07:43.177253+00:00,OPEN,btc-hourly-2am,NO,88750.0,0.10642857142857143,,28,0.162865,0.0564,1.58,0.5303,,89077.26,89067.8,0.0106,0.373,0.884,2026-01-28T07:00:00+00:00,hourly,
T1769586668,2026-01-28T07:51:08.840759+00:00,OPEN,btc-hourly-3am,YES,89250.0,0.12743589743589742,,39,0.236144,0.1087,4.24,0.853,,89147.52,89147.52,0.0,0.3764,0.158,2026-01-28T08:00:00+00:00,hourly,
T1769588923,2026-01-28T08:28:43.206044+00:00,OPEN,btc-hourly-4am,YES,89000.0,0.3553571428571428,,28,0.434728,0.0794,2.22,0.2234,,88956.99,88973.99,0.0191,0.3778,0.532,2026-01-28T09:00:00+00:00,hourly,
T1769589663,2026-01-28T08:41:03.294961+00:00,OPEN,btc-hourly-4am,YES,89250.0,0.07475000000000001,,40,0.091588,0.0168,0.67,0.2253,,88976.89,88959.49,0.0196,0.3782,0.325,2026-01-28T09:00:00+00:00,hourly,
T1769590242,2026-01-28T08:50:42.767971+00:00,OPEN,btc-hourly-4am,YES,89000.0,0.20083333333333334,,24,0.360394,0.1596,3.83,0.7945,,88948.24,88909.99,0.043,0.3782,0.162,2026-01-28T09:00:00+00:00,hourly,
T1769591590,2026-01-28T09:13:10.274335+00:00,OPEN,btc-hourly-5am,YES,89250.0,0.053392857142857145,,56,0.109891,0.0565,3.16,1.0582,,88859.01,88876.0,0.0191,0.3776,0.787,2026-01-28T10:00:00+00:00,hourly,
T1769591666,2026-01-28T09:14:26.950830+00:00,OPEN,btc-hourly-5am,YES,89000.0,0.1997872340425532,,47,0.324825,0.125,5.88,0.6259,,88856.95,88846.26,0.012,0.3775,0.772,2026-01-28T10:00:00+00:00,hourly,
T1769595453,2026-01-28T10:17:33.005356+00:00,OPEN,btc-hourly-6am,NO,89250.0,0.31483870967741934,,31,0.413859,0.099,3.07,0.3145,,89317.49,89514.41,0.22,0.3832,0.72,2026-01-28T11:00:00+00:00,hourly,
T1769596159,2026-01-28T10:29:19.311961+00:00,OPEN,btc-hourly-6am,NO,89000.0,0.1375,,36,0.176253,0.0388,1.4,0.2818,,89246.63,89251.24,0.0052,0.3842,0.526,2026-01-28T11:00:00+00:00,hourly,
T1769596736,2026-01-28T10:38:56.586485+00:00,OPEN,btc-hourly-6am,NO,89250.0,0.284,,35,0.379764,0.0958,3.35,0.3372,,89317.52,89317.54,0.0,0.3844,0.362,2026-01-28T11:00:00+00:00,hourly,
T1769599549,2026-01-28T11:25:49.202186+00:00,OPEN,btc-hourly-7am,YES,89500.0,0.10555555555555556,,9,0.188253,0.0827,0.74,0.7835,,89251.46,89258.77,0.0082,0.3849,0.585,2026-01-28T12:00:00+00:00,hourly,
T1769602709,2026-01-28T12:18:29.847039+00:00,OPEN,btc-hourly-8am,NO,89750.0,0.4875,,20,0.394814,-0.0927,-1.85,-0.1901,,89833.51,90018.43,0.2054,0.3899,0.701,2026-01-28T13:00:00+00:00,hourly,
T1769681073,2026-01-29T10:04:33.063135+00:00,OPEN,btc-hourly-6am,NO,87500.0,0.15903225806451612,,31,0.293388,0.1344,4.17,0.8448,,87713.98,87710.1,0.0044,0.4349,0.936,2026-01-29T11:00:00+00:00,hourly,
T1769681310,2026-01-29T10:08:30.063218+00:00,OPEN,btc-hourly-6am,YES,88000.0,0.13805555555555554,,72,0.232129,0.0941,6.77,0.6814,,87715.99,87691.01,0.0285,0.435,0.904,2026-01-29T11:00:00+00:00,hourly,
T1769682268,2026-01-29T10:24:28.427948+00:00,OPEN,btc-hourly-6am,NO,87750.0,0.36962962962962964,,27,0.418943,0.0493,1.33,0.1334,,87814.87,87813.98,0.001,0.433,0.61,2026-01-29T11:00:00+00:00,hourly,
T1769685036,2026-01-29T11:10:36.066968+00:00,OPEN,btc-hourly-7am,NO,87750.0,0.2528205128205128,,39,0.372643,0.1198,4.67,0.4739,,87870.38,87803.98,0.0756,0.4331,0.832,2026-01-29T12:00:00+00:00,hourly,
T1769686569,2026-01-29T11:36:09.633472+00:00,OPEN,btc-hourly-7am,NO,87500.0,0.12048780487804879,,82,0.206258,0.0858,7.03,0.7119,,87710.85,87720.15,0.0106,0.433,0.403,2026-01-29T12:00:00+00:00,hourly,
T1769689165,2026-01-29T12:19:25.654385+00:00,OPEN,btc-hourly-8am,YES,88250.0,0.07417910447761193,,134,0.138526,0.0643,8.62,0.8675,,87879.54,87890.92,0.0129,0.4284,0.715,2026-01-29T13:00:00+00:00,hourly,
T1770122286,2026-02-03T12:38:06.246923+00:00,OPEN,btc-hourly-8am,YES,78500.0,0.12743589743589742,,39,0.151451,0.024,0.94,0.1884,,78188.43,78128.4,0.0768,0.589,0.376,2026-02-03T13:00:00+00:00,hourly,
T1770137129,2026-02-03T16:45:29.600127+00:00,OPEN,btc-hourly-12pm,NO,76750.0,0.5772832369942197,,173,0.677396,0.1001,17.32,0.1734,,76629.61,76602.54,0.0353,0.6225,0.263,2026-02-03T17:00:00+00:00,hourly,paper
T1770137183,2026-02-03T16:46:23.953160+00:00,OPEN,btc-hourly-12pm,NO,76500.0,0.4066530612244898,,245,0.451721,0.0451,11.04,0.1108,,76529.99,76602.54,0.0947,0.6225,0.236,2026-02-03T17:00:00+00:00,hourly,paper
T1769400298,2026-02-04T15:51:38.306912+00:00,CLOSE,btc-hourly-12am,NO,86750.0,0.088319,0.000000,113,0.137587,0.0493,5.57,0.5579,-9.98,87153.99,87151.48,0.0029,0.4112,0.94,2026-01-26T05:00:00+00:00,hourly,close_type=LOSS | PnL: -9.98
T1769400627,2026-02-04T15:51:53.875881+00:00,CLOSE,btc-hourly-12am,NO,87250.0,0.457442,0.000000,43,0.487639,0.0302,1.3,0.066,-19.67,87260.91,87260.9,0.0,0.4117,0.843,2026-01-26T05:00:00+00:00,hourly,close_type=LOSS | PnL: -19.67
T1769400928,2026-02-04T15:52:13.494848+00:00,CLOSE,btc-hourly-12am,YES,87750.0,0.074627,1.000000,67,0.148408,0.0738,4.94,0.9887,62.00,87399.99,87403.98,0.0046,0.4119,0.758,2026-01-26T05:00:00+00:00,hourly,close_type=WIN | PnL: +62.00
T1769403851,2026-02-04T16:09:30.514116+00:00,CLOSE,btc-hourly-1am,NO,87250.0,0.063974,0.000000,78,0.130915,0.0669,5.22,1.0464,-4.99,87673.9,87678.88,0.0057,0.4171,0.94,2026-01-26T06:00:00+00:00,hourly,close_type=LOSS | PnL: -4.99
T1769403929,2026-02-04T16:09:41.181977+00:00,CLOSE,btc-hourly-1am,NO,87500.0,0.252405,0.000000,79,0.345618,0.0932,7.36,0.3693,-19.94,87648.74,87646.97,0.002,0.4172,0.921,2026-01-26T06:00:00+00:00,hourly,close_type=LOSS | PnL: -19.94
T1769406898,2026-02-04T16:09:55.374420+00:00,CLOSE,btc-hourly-1am,NO,87750.0,0.180000,0.000000,47,0.325851,0.1459,6.86,0.8103,-8.46,87803.65,87761.09,0.0485,0.4185,0.092,2026-01-26T06:00:00+00:00,hourly,close_type=LOSS | PnL: -8.46
T1769407591,2026-02-04T16:12:41.175747+00:00,CLOSE,btc-hourly-2am,NO,87250.0,0.053333,0.000000,93,0.114428,0.0611,5.68,1.1455,-4.96,87696.3,87696.31,0.0,0.4186,0.899,2026-01-26T07:00:00+00:00,hourly,close_type=LOSS | PnL: -4.96
T1769407631,2026-02-04T16:12:51.202415+00:00,CLOSE,btc-hourly-2am,NO,87500.0,0.180000,0.000000,55,0.29444,0.1144,6.29,0.6358,-9.90,87699.49,87696.31,0.0036,0.4186,0.888,2026-01-26T07:00:00+00:00,hourly,close_type=LOSS | PnL: -9.90
T1769409518,2026-02-04T16:13:08.427757+00:00,CLOSE,btc-hourly-2am,NO,87750.0,0.437054,0.000000,112,0.472886,0.0358,4.01,0.082,-48.95,87766.15,87775.98,0.0112,0.4188,0.366,2026-01-26T07:00:00+00:00,hourly,close_type=LOSS | PnL: -48.95
T1769681073,2026-02-04T16:15:07.550017+00:00,CLOSE,btc-hourly-6am,NO,87500.0,0.159032,0.000000,31,0.293388,0.1344,4.17,0.8448,-4.93,87713.98,87710.1,0.0044,0.4349,0.936,2026-01-29T11:00:00+00:00,hourly,close_type=LOSS | PnL: -4.93
T1769681310,2026-02-04T16:15:29.946854+00:00,CLOSE,btc-hourly-6am,YES,88000.0,0.138056,0.000000,72,0.232129,0.0941,6.77,0.6814,-9.94,87715.99,87691.01,0.0285,0.435,0.904,2026-01-29T11:00:00+00:00,hourly,close_type=LOSS | PnL: -9.94
T1769682268,2026-02-04T16:15:57.847515+00:00,CLOSE,btc-hourly-6am,NO,87750.0,0.369630,0.757400,27,0.418943,0.0493,1.33,0.1334,10.47,87814.87,87813.98,0.001,0.433,0.61,2026-01-29T11:00:00+00:00,hourly,close_type=CASHOUT | exit_price=0.757400 | PnL: +10.47
T1769573937,2026-02-04T16:26:44.527790+00:00,CLOSE,btc-hourly-12am,NO,88500.0,0.117500,0.000000,8,0.201871,0.0844,0.67,0.7181,-0.94,88745.6,88745.61,0.0,0.3698,0.706,2026-01-28T05:00:00+00:00,hourly,close_type=LOSS | PnL: -0.94
T1769575111,2026-02-04T16:27:18.781532+00:00,CLOSE,btc-hourly-12am,NO,88750.0,0.117059,0.000000,34,0.25795,0.1409,4.79,1.2036,-3.98,88887.99,88887.98,0.0,0.3699,0.366,2026-01-28T05:00:00+00:00,hourly,close_type=LOSS | PnL: -3.98
T1769577333,2026-02-04T16:27:50.572810+00:00,CLOSE,btc-hourly,NO,88500.0,0.085217,0.000000,23,0.162653,0.0774,1.78,0.9087,-1.96,88798.01,88795.98,0.0023,0.3701,0.748,2026-01-28T06:00:00+00:00,hourly,close_type=LOSS | PnL: -1.96
T1769577612,2026-02-04T16:51:37.444096+00:00,CLOSE,btc-hourly-12am,NO,88750.0,0.376154,0.000000,13,0.417507,0.0414,0.54,0.1099,-4.89,88809.85,88812.84,0.0034,0.3701,0.671,2026-01-28T06:00:00+00:00,hourly,close_type=LOSS | PnL: -4.89
T1769579976,2026-02-04T16:54:16.582829+00:00,CLOSE,btc-hourly-12am,YES,89000.0,0.053514,0.000000,37,0.304484,0.251,9.29,4.6899,-1.98,88978.68,88785.14,0.218,0.3701,0.014,2026-01-28T06:00:00+00:00,hourly,close_type=LOSS | PnL: -1.98
T1769580326,2026-02-04T16:58:32.812865+00:00,CLOSE,btc-hourly-12am,YES,89500.0,0.085429,0.000000,35,0.148496,0.0631,2.21,0.7382,-2.99,89144.05,89133.46,0.0119,0.3729,0.921,2026-01-28T07:00:00+00:00,hourly,close_type=LOSS | PnL: -2.99
T1769580463,2026-02-04T16:58:55.128969+00:00,CLOSE,btc-hourly-2am,NO,88750.0,0.106429,0.000000,28,0.162865,0.0564,1.58,0.5303,-2.98,89077.26,89067.8,0.0106,0.373,0.884,2026-01-28T07:00:00+00:00,hourly,close_type=LOSS | PnL: -2.98
T1769586668,2026-02-04T17:00:23.917143+00:00,CLOSE,btc-hourly-3am,YES,89250.0,0.127436,0.000000,39,0.236144,0.1087,4.24,0.853,-4.97,89147.52,89147.52,0.0,0.3764,0.158,2026-01-28T08:00:00+00:00,hourly,close_type=LOSS | PnL: -4.97
T1769588923,2026-02-04T17:01:28.326311+00:00,CLOSE,btc-hourly-4am,YES,89000.0,0.355357,0.000000,28,0.434728,0.0794,2.22,0.2234,-9.95,88956.99,88973.99,0.0191,0.3778,0.532,2026-01-28T09:00:00+00:00,hourly,close_type=LOSS | PnL: -9.95
T1769589663,2026-02-04T17:01:41.315003+00:00,CLOSE,btc-hourly-4am,YES,89250.0,0.074750,0.000000,40,0.091588,0.0168,0.67,0.2253,-2.99,88976.89,88959.49,0.0196,0.3782,0.325,2026-01-28T09:00:00+00:00,hourly,close_type=LOSS | PnL: -2.99
T1769590242,2026-02-04T17:01:50.063339+00:00,CLOSE,btc-hourly-4am,YES,89000.0,0.200833,0.000000,24,0.360394,0.1596,3.83,0.7945,-4.82,88948.24,88909.99,0.043,0.3782,0.162,2026-01-28T09:00:00+00:00,hourly,close_type=LOSS | PnL: -4.82
T1769591590,2026-02-04T17:05:58.596789+00:00,CLOSE,btc-hourly-5am,YES,89250.0,0.053393,1.000000,56,0.109891,0.0565,3.16,1.0582,53.01,88859.01,88876.0,0.0191,0.3776,0.787,2026-01-28T10:00:00+00:00,hourly,close_type=WIN | PnL: +53.01
T1769591666,2026-02-04T17:06:08.202923+00:00,CLOSE,btc-hourly-5am,YES,89000.0,0.199787,1.000000,47,0.324825,0.125,5.88,0.6259,37.61,88856.95,88846.26,0.012,0.3775,0.772,2026-01-28T10:00:00+00:00,hourly,close_type=WIN | PnL: +37.61
T1769595453,2026-02-04T17:07:33.403117+00:00,CLOSE,btc-hourly-6am,NO,89250.0,0.314839,0.000000,31,0.413859,0.099,3.07,0.3145,-9.76,89317.49,89514.41,0.22,0.3832,0.72,2026-01-28T11:00:00+00:00,hourly,close_type=LOSS | PnL: -9.76
T1769596159,2026-02-04T17:07:42.870525+00:00,CLOSE,btc-hourly-6am,NO,89000.0,0.137500,0.000000,36,0.176253,0.0388,1.4,0.2818,-4.95,89246.63,89251.24,0.0052,0.3842,0.526,2026-01-28T11:00:00+00:00,hourly,close_type=LOSS | PnL: -4.95
T1769596736,2026-02-04T17:07:52.940139+00:00,CLOSE,btc-hourly-6am,NO,89250.0,0.284000,0.000000,35,0.379764,0.0958,3.35,0.3372,-9.94,89317.52,89317.54,0.0,0.3844,0.362,2026-01-28T11:00:00+00:00,hourly,close_type=LOSS | PnL: -9.94
T1769599549,2026-02-04T17:11:48.957825+00:00,CLOSE,btc-hourly-7am,YES,89500.0,0.105556,0.304400,9,0.188253,0.0827,0.74,0.7835,1.79,89251.46,89258.77,0.0082,0.3849,0.585,2026-01-28T12:00:00+00:00,hourly,.3044 | close_type=CASHOUT | exit_price=0.304400 | PnL: +1.79
T1769602709,2026-02-04T17:14:39.066067+00:00,CLOSE,btc-hourly-8am,NO,89750.0,0.487500,0.000000,20,0.394814,-0.0927,-1.85,-0.1901,-9.75,89833.51,90018.43,0.2054,0.3899,0.701,2026-01-28T13:00:00+00:00,hourly,close_type=LOSS | PnL: -9.75
T1769685036,2026-02-04T17:20:16.712943+00:00,CLOSE,btc-hourly-7am,NO,87750.0,0.252821,1.000000,39,0.372643,0.1198,4.67,0.4739,29.14,87870.38,87803.98,0.0756,0.4331,0.832,2026-01-29T12:00:00+00:00,hourly,close_type=WIN | PnL: +29.14
T1769686569,2026-02-04T17:20:36.199742+00:00,CLOSE,btc-hourly-7am,NO,87500.0,0.120488,0.000000,82,0.206258,0.0858,7.03,0.7119,-9.88,87710.85,87720.15,0.0106,0.433,0.403,2026-01-29T12:00:00+00:00,hourly,close_type=LOSS | PnL: -9.88
T1769689165,2026-02-04T17:22:45.564551+00:00,CLOSE,btc-hourly-8am,YES,88250.0,0.074179,0.000000,134,0.138526,0.0643,8.62,0.8675,-9.94,87879.54,87890.92,0.0129,0.4284,0.715,2026-01-29T13:00:00+00:00,hourly,close_type=LOSS | PnL: -9.94
T1770122286,2026-02-04T17:25:45.725622+00:00,CLOSE,btc-hourly-8am,YES,78500.0,0.127436,0.000000,39,0.151451,0.024,0.94,0.1884,-4.97,78188.43,78128.4,0.0768,0.589,0.376,2026-02-03T13:00:00+00:00,hourly,close_type=LOSS | PnL: -4.97
T1770137129,2026-02-04T17:27:11.623668+00:00,CLOSE,btc-hourly-12pm,NO,76750.0,0.577283,1.000000,173,0.677396,0.1001,17.32,0.1734,73.13,76629.61,76602.54,0.0353,0.6225,0.263,2026-02-03T17:00:00+00:00,hourly,close_type=WIN | PnL: +73.13
T1770137183,2026-02-04T17:27:45.716409+00:00,CLOSE,btc-hourly-12pm,NO,76500.0,0.406653,1.000000,245,0.451721,0.0451,11.04,0.1108,145.37,76529.99,76602.54,0.0947,0.6225,0.236,2026-02-03T17:00:00+00:00,hourly,close_type=WIN | PnL: +145.37
T1770226597,2026-02-04T17:36:37.531909+00:00,OPEN,btc-hourly-feb4-1pm,NO,72750.0,0.6855172413793104,,145,0.684471,-0.001,-0.15,-0.0015,,72541.41,72576.0,0.0477,0.8751,0.409,2026-02-04T18:00:00+00:00,hourly,paper
T1770226704,2026-02-04T17:38:24.552725+00:00,OPEN,btc-hourly-1pm,YES,72000.0,0.77,,24,0.821431,0.0514,1.23,0.0668,,72384.0,72576.0,0.2646,0.8751,0.382,2026-02-04T18:00:00+00:00,hourly,
T1770226597,2026-02-04T18:01:10.447882+00:00,CLOSE,btc-hourly-feb4-1pm,NO,72750.0,0.685517,1.000000,145,0.684471,-0.001,-0.15,-0.0015,45.60,72541.41,72576.0,0.0477,0.8751,0.409,2026-02-04T18:00:00+00:00,hourly,close_type=WIN | PnL: +45.60
T1770226704,2026-02-04T18:01:33.231611+00:00,CLOSE,btc-hourly-1pm,YES,72000.0,0.770000,1.000000,24,0.821431,0.0514,1.23,0.0668,5.52,72384.0,72576.0,0.2646,0.8751,0.382,2026-02-04T18:00:00+00:00,hourly,close_type=WIN | PnL: +5.52
T1770228637,2026-02-04T18:10:37.331611+00:00,OPEN,btc-hourly-2pm,NO,72000.0,0.33379310344827584,,29,0.260331,-0.0735,-2.13,-0.2201,,72400.73,72412.0,0.0156,0.8876,0.831,2026-02-04T19:00:00+00:00,hourly,
T1770228637,2026-02-04T20:40:56.678649+00:00,CLOSE,btc-hourly-2pm,NO,72000.0,0.333793,0.000000,29,0.260331,-0.0735,-2.13,-0.2201,-9.68,72400.73,72412.0,0.0156,0.8876,0.831,2026-02-04T19:00:00+00:00,hourly,close_type=LOSS | PnL: -9.68
T1770239684,2026-02-04T21:14:44.491511+00:00,OPEN,btc-hourly-5pm,NO,73250.0,0.39653846153846156,,26,0.435966,0.0394,1.03,0.0994,,73344.12,73253.57,0.1236,0.8485,0.773,2026-02-04T22:00:00+00:00,hourly,
T1770239684,2026-02-05T03:16:09.817028+00:00,CLOSE,btc-hourly-5pm,NO,73250.0,0.396538,1.000000,26,0.435966,0.0394,1.03,0.0994,15.69,73344.12,73253.57,0.1236,0.8485,0.773,2026-02-04T22:00:00+00:00,hourly,close_type=WIN | PnL: +15.69
T1770271797,2026-02-05T06:09:57.016548+00:00,OPEN,btc-hourly-2am,NO,70250.0,0.38999999999999996,,9,0.397999,0.008,0.07,0.0205,,70426.99,70459.48,0.0461,0.9825,0.86,2026-02-05T07:00:00+00:00,hourly,
T1770271797,2026-02-05T08:12:50.329541+00:00,CLOSE,btc-hourly-2am,NO,70250.0,0.390000,0.000000,9,0.397999,0.008,0.07,0.0205,-3.51,70426.99,70459.48,0.0461,0.9825,0.86,2026-02-05T07:00:00+00:00,hourly,close_type=LOSS | PnL: -3.51
T1770619242,2026-02-09T06:40:42.400166+00:00,OPEN,btc-hourly-2am,YES,70750.0,0.11,,85,0.188695,0.0787,6.69,0.7154,,70493.07,70502.41,0.0132,0.6685,0.333,2026-02-09T07:00:00+00:00,hourly,
T1770619242,2026-02-09T07:02:33.179899+00:00,CLOSE,btc-hourly-2am,YES,70750.0,0.110000,0.000000,85,0.188695,0.0787,6.69,0.7154,-9.35,70493.07,70502.41,0.0132,0.6685,0.333,2026-02-09T07:00:00+00:00,hourly,close_type=LOSS | PnL: -9.35
T1770620642,2026-02-09T07:04:02.749312+00:00,OPEN,btc-hourly-3am,YES,71000.0,0.10638297872340426,,47,0.154824,0.0484,2.28,0.4553,,70500.6,70492.0,0.0122,0.6698,0.943,2026-02-09T08:00:00+00:00,hourly,
T1770620735,2026-02-09T07:05:35.845345+00:00,OPEN,btc-horuly-3am,YES,70750.0,0.32517241379310347,,29,0.361613,0.0364,1.06,0.1121,,70578.4,70590.46,0.0171,0.67,0.918,2026-02-09T08:00:00+00:00,hourly,
T1770621721,2026-02-09T07:22:01.079967+00:00,OPEN,btc-hourly-3am,NO,70250.0,0.05333333333333333,,93,0.116106,0.0628,5.84,1.177,,70735.15,70695.18,0.0565,0.6711,0.646,2026-02-09T08:00:00+00:00,hourly,
T1770620642,2026-02-13T19:08:37.374616+00:00,CLOSE,btc-hourly-3am,YES,71000.0,0.106383,0.179100,47,0.154824,0.0484,2.28,0.4553,3.42,70500.6,70492.0,0.0122,0.6698,0.943,2026-02-09T08:00:00+00:00,hourly,close_type=CASHOUT | exit_price=0.179100 | PnL: +3.42
T1770620735,2026-02-13T19:09:29.885306+00:00,CLOSE,btc-horuly-3am,YES,70750.0,0.325172,0.462400,29,0.361613,0.0364,1.06,0.1121,3.98,70578.4,70590.46,0.0171,0.67,0.918,2026-02-09T08:00:00+00:00,hourly,close_type=CASHOUT | exit_price=0.462400 | PnL: +3.98
T1770621721,2026-02-13T19:10:02.087946+00:00,CLOSE,btc-hourly-3am,NO,70250.0,0.053333,0.084200,93,0.116106,0.0628,5.84,1.177,2.87,70735.15,70695.18,0.0565,0.6711,0.646,2026-02-09T08:00:00+00:00,hourly,close_type=CASHOUT | exit_price=0.084200 | PnL: +2.87
T1771060771,2026-02-14T09:19:31.417013+00:00,OPEN,btc-hourly-5am,YES,69750.0,0.305,,16,0.342063,0.0371,0.59,0.1215,,69609.9,69609.9,0.0,0.5588,0.686,2026-02-14T10:00:00+00:00,hourly,
T1771063556,2026-02-14T10:05:56.360721+00:00,OPEN,btc-horuly-2-14-6am,YES,69750.0,0.23201856148491878,,431,0.334329,0.1023,44.1,0.441,,69579.82,69583.99,0.006,0.5571,0.92,2026-02-14T11:00:00+00:00,hourly,
