trade_id,timestamp_utc,event,market,side,strike,price,outcome_price,size,model_probability,ev_per_contract,ev_dollars,edge_pct,realized_pnl,spot_price,last_candle_close,spot_candle_gap_pct,annual_vol,horizon_hours,settlement_time_utc,settlement_mode,notes
T1771060771,2026-02-15T08:04:19.193238+00:00,CLOSE,btc-hourly-5am,YES,69750.0,0.305000,0.000000,16,0.342063,0.0371,0.59,0.1215,-4.88,69609.9,69609.9,0.0,0.5588,0.686,2026-02-14T10:00:00+00:00,hourly,close_type=LOSS | PnL: -4.88
T1771063556,2026-02-15T08:04:45.590186+00:00,CLOSE,btc-horuly-2-14-6am,YES,69750.0,0.232019,0.000000,431,0.334329,0.1023,44.1,0.441,-100.00,69579.82,69583.99,0.006,0.5571,0.92,2026-02-14T11:00:00+00:00,hourly,close_type=LOSS | PnL: -100.00
T1771143740,2026-02-15T08:22:20.771386+00:00,OPEN,btc-hourly-2-15-4am,NO,71000.0,0.7692307692307693,,780,0.807102,0.0379,29.54,0.0492,,70770.79,70785.72,0.0211,0.4337,0.648,2026-02-15T09:00:00+00:00,hourly,
T1771144162,2026-02-15T08:29:22.867752+00:00,OPEN,btc-hourly-4am,YES,70750.0,0.22857142857142856,,210,0.271172,0.0426,8.95,0.1864,,70604.99,70707.06,0.1443,0.4331,0.53,2026-02-15T09:00:00+00:00,hourly,
T1771144683,2026-02-15T08:38:03.936946+00:00,OPEN,btc-hourly-4am,YES,70250.0,0.6071875,,320,0.635294,0.0281,8.99,0.0463,,70319.95,70156.45,0.2331,0.4372,0.38,2026-02-15T09:00:00+00:00,hourly,
T1771220990,2026-02-16T05:49:50.034634+00:00,OPEN,btc-hourly-2-16-1am,NO,68250.0,0.14851063829787234,,47,0.29704,0.1485,6.98,1.0001,,68327.65,68326.56,0.0016,0.4592,0.189,2026-02-16T06:00:00+00:00,hourly,
T1771143740,2026-02-16T05:55:09.805892+00:00,CLOSE,btc-hourly-2-15-4am,NO,71000.0,0.769231,1.000000,780,0.807102,0.0379,29.54,0.0492,180.00,70770.79,70785.72,0.0211,0.4337,0.648,2026-02-15T09:00:00+00:00,hourly,close_type=WIN | PnL: +180.00
T1771144162,2026-02-16T05:55:53.293868+00:00,CLOSE,btc-hourly-4am,YES,70750.0,0.228571,0.000000,210,0.271172,0.0426,8.95,0.1864,-48.00,70604.99,70707.06,0.1443,0.4331,0.53,2026-02-15T09:00:00+00:00,hourly,close_type=LOSS | PnL: -48.00
T1771144683,2026-02-16T05:56:05.120312+00:00,CLOSE,btc-hourly-4am,YES,70250.0,0.607187,1.000000,320,0.635294,0.0281,8.99,0.0463,125.70,70319.95,70156.45,0.2331,0.4372,0.38,2026-02-15T09:00:00+00:00,hourly,close_type=WIN | PnL: +125.70
T1771220990,2026-02-16T06:00:30.252471+00:00,CLOSE,btc-hourly-2-16-1am,NO,68250.0,0.148511,0.000000,47,0.29704,0.1485,6.98,1.0001,-6.98,68327.65,68326.56,0.0016,0.4592,0.189,2026-02-16T06:00:00+00:00,hourly,close_type=LOSS | PnL: -6.98
T1771230983,2026-02-16T08:36:23.000062+00:00,OPEN,btc-hourly-4am,NO,68500.0,0.12000000000000001,,70,0.222308,0.1023,7.16,0.8526,,68658.09,68642.86,0.0222,0.4432,0.406,2026-02-16T09:00:00+00:00,hourly,
T1771230983,2026-02-16T09:03:13.955719+00:00,CLOSE,btc-hourly-4am,NO,68500.0,0.120000,0.000000,70,0.222308,0.1023,7.16,0.8526,-8.40,68658.09,68642.86,0.0222,0.4432,0.406,2026-02-16T09:00:00+00:00,hourly,close_type=LOSS | PnL: -8.40
T1771233194,2026-02-16T09:13:14.677930+00:00,OPEN,btc-hourly-5am,NO,69000.0,0.7629299363057325,,471,0.744789,-0.0181,-8.54,-0.0238,,68809.76,68809.76,0.0,0.4402,0.796,2026-02-16T10:00:00+00:00,hourly,
T1771233194,2026-02-25T05:26:55.217665+00:00,CLOSE,btc-hourly-5am,NO,69000.0,0.762930,1.000000,471,0.744789,-0.0181,-8.54,-0.0238,111.66,68809.76,68809.76,0.0,0.4402,0.796,2026-02-16T10:00:00+00:00,hourly,close_type=WIN | PnL: +111.66
T1771997564,2026-02-25T05:32:44.228009+00:00,OPEN,btc-hourly-2-15-1am,NO,65000.0,0.18248175182481752,,548,0.212397,0.0299,16.39,0.1639,,65230.43,65230.43,0.0,0.6081,0.466,2026-02-25T06:00:00+00:00,hourly,
T1771997564,2026-02-25T06:07:09.274080+00:00,CLOSE,btc-hourly-2-15-1am,NO,65000.0,0.182482,1.000000,548,0.212397,0.0299,16.39,0.1639,448.00,65230.43,65230.43,0.0,0.6081,0.466,2026-02-25T06:00:00+00:00,hourly,close_type=WIN | PnL: +448.00
T1772178096,2026-02-27T07:41:36.709346+00:00,OPEN,btc-hourly-2-27-3am,NO,67500.0,0.35,,200,0.443887,0.0939,18.78,0.2682,,67532.87,67524.01,0.0131,0.5649,0.327,2026-02-27T08:00:00+00:00,hourly,
T1772178096,2026-02-27T09:03:43.562638+00:00,CLOSE,btc-hourly-2-27-3am,NO,67500.0,0.350000,0.000000,200,0.443887,0.0939,18.78,0.2682,-70.00,67532.87,67524.01,0.0131,0.5649,0.327,2026-02-27T08:00:00+00:00,hourly,close_type=LOSS | PnL: -70.00
